agency_code,agency_collection_num,collection_id,code,name,street,city,zip,region,site_code,site_name,site_street,site_city,site_zip,site_region,calculated_neighborhood,calculated_neighborhood_distance,calculated_city,calculated_city_distance,calculated_subcounty,calculated_county,calculated_state,longitude,latitude,coordinate_precision,group,identified_by,trap_type,lure,collection_date,disease_week,num_trap,trap_nights,trap_problem,comments,species,add_date,add_user,males,females - mixed,females - gravid
CNSL,97,3403950,5183,162223-831,2391 Skansen St,Kingsburg,93631,"Fresno County (California, USA)",5183,162223-831,2391 Skansen St,Kingsburg,93631,"Fresno County (California, USA)",,,Kingsburg,0,Kingsburg,Fresno,California,-119.541175,36.529765,Exact,,JB- Collected by CR,BGSENT,"BG-Lure, CO2 (dry ice)",2025-04-17,16,1,1,N,Fixed; 2391 Skansen St,,04/21/25 08:37 AM,,,,
CNSL,98,3403951,5202,162223-832,2396 17th Ave,Kingsburg,93631,"Fresno County (California, USA)",5202,162223-832,2396 17th Ave,Kingsburg,93631,"Fresno County (California, USA)",,,Kingsburg,0,Kingsburg,Fresno,California,-119.548855,36.522879,Exact,,JB- Collected by CR,BGSENT,"BG-Lure, CO2 (dry ice)",2025-04-17,16,1,1,N,Fixed; 2396 17th Ave,Culex quinquefasciatus,04/21/25 08:39 AM,,,4,
CNSL,99,3403952,5127,162222-803,14281 S. Academy Avenue,Kingsburg,93631,"Fresno County (California, USA)",5127,162222-803,14281 S. Academy Avenue,Kingsburg,93631,"Fresno County (California, USA)",,,Kingsburg,24.84430209,Kingsburg,Fresno,California,-119.557111,36.528722,Approximate,,JB- Collected by CR,BGSENT,"BG-Lure, CO2 (dry ice)",2025-04-17,16,1,1,N,2025 South; 992 Skansen,,04/21/25 08:40 AM,,,,
CNSL,100,3403955,4070,162231-807,McCall and Elkhorn Avenue,Selma,93662,"Fresno County (California, USA)",4070,162231-807,McCall and Elkhorn Avenue,Selma,93662,"Fresno County (California, USA)",,,Kingsburg,4457.141892,Selma,Fresno,California,-119.620194,36.493,Exact,,JB- Collected by CR,CO2,CO2 (dry ice),2025-04-17,16,1,1,N,"Fixed; SW of Harris Ranch, orchard",,04/21/25 08:55 AM,,,,
CNSL,101,3403956,5198,172214-805,5375 Clinton Ave,Kingsburg,93631,"Fresno County (California, USA)",5198,172214-805,5375 Clinton Ave,Kingsburg,93631,"Fresno County (California, USA)",,,Kingsburg,5737.535137,Hanford Northeast,Kings,California,-119.557481,36.452159,Exact,,JB- Collected by CR,CO2,CO2 (dry ice),2025-04-17,16,1,1,N,"Fixed; E of 6th Ave and Clinton, orchard",Culex tarsalis,04/21/25 08:55 AM,,,1,
CNSL,102,3403957,5210,162227-818,12336 E Clarkson Ave,Kingsburg,93631,"Fresno County (California, USA)",5210,162227-818,12336 E Clarkson Ave,Kingsburg,93631,"Fresno County (California, USA)",,,Kingsburg,781.2544039,Kingsburg,Fresno,California,-119.570835,36.503751,Exact,,JB- Collected by CR,CO2,CO2 (dry ice),2025-04-17,16,1,1,N,"Fixed; E of Bethel on N side of Clarkson, orchard",Culex quinquefasciatus,04/21/25 08:56 AM,,5,,7
CNSL,103,3403958,3524,162308-804,12078 S Smith Ave,Kingsburg,93631,"Fresno County (California, USA)",3524,162308-804,12078 S Smith Ave,Kingsburg,93631,"Fresno County (California, USA)",,,Reedley,3417.671228,Kingsburg,Fresno,California,-119.501893,36.558758,Exact,,JB- Collected by CR,CO2,CO2 (dry ice),2025-04-17,16,1,1,N,"Fixed; SE corner of Nebraska and Smith, W of canal in almonds",Culiseta inornata,04/21/25 08:57 AM,,,1,
CNSL,104,3403959,5193,172202-809,5278 Benicia Ave,Kingsburg,93631,"Fresno County (California, USA)",5193,172202-809,5278 Benicia Ave,Kingsburg,93631,"Fresno County (California, USA)",,,Kingsburg,2505.926541,Hanford Northeast,Kings,California,-119.55348,36.481062,Exact,,JB- Collected by CR,CO2,CO2 (dry ice),2025-04-17,16,1,1,N,"Fixed; W of North 5 1/2 Ave and Benecia, orchard",Culex quinquefasciatus,04/21/25 08:57 AM,,,1,
CNSL,105,3403960,5204,162224-805,14220 E Kamm Ave,Kingsburg,93631,"Fresno County (California, USA)",5204,162224-805,14220 E Kamm Ave,Kingsburg,93631,"Fresno County (California, USA)",,,Kingsburg,355.468643,Kingsburg,Fresno,California,-119.534816,36.531908,Exact,,JB- Collected by CR,CO2,CO2 (dry ice),2025-04-17,16,1,1,N,"Fixed; E of Kamm and Madsen on S side, orchard",Culex quinquefasciatus,04/21/25 08:58 AM,,,5,
CNSL,105,3403960,5204,162224-805,14220 E Kamm Ave,Kingsburg,93631,"Fresno County (California, USA)",5204,162224-805,14220 E Kamm Ave,Kingsburg,93631,"Fresno County (California, USA)",,,Kingsburg,355.468643,Kingsburg,Fresno,California,-119.534816,36.531908,Exact,,JB- Collected by CR,CO2,CO2 (dry ice),2025-04-17,16,1,1,N,"Fixed; E of Kamm and Madsen on S side, orchard",Culex stigmatosoma,04/21/25 08:58 AM,,,1,
CNSL,106,3403961,4357,162232-806,10620 E Clarkson Ave,Kingsburg,93631,"Fresno County (California, USA)",4357,162232-806,10620 E Clarkson Ave,Kingsburg,93631,"Fresno County (California, USA)",,,Kingsburg,2257.41925,Selma,Fresno,California,-119.598539,36.502653,Exact,,JB- Collected by CR,CO2,CO2 (dry ice),2025-04-17,16,1,1,N,Fixed; Clarkson and Del Rey walnut orchard,,04/21/25 08:59 AM,,,,
CNSL,107,3403963,5215,172215-805,East of Burris Park,Kingsburg,93631,"Fresno County (California, USA)",5215,172215-805,East of Burris Park,Kingsburg,93631,"Fresno County (California, USA)",,,Kingsburg,5811.416798,Hanford Northeast,Kings,California,-119.571208,36.452089,Exact,,JB- Collected by CR,CO2,CO2 (dry ice),2025-04-17,16,1,1,N,"Fixed; E of Burris Park, orchard",,04/21/25 08:59 AM,,,,
CNSL,108,3403964,1118,122027-802,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",1118,122027-802,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.781875,36.865925,Exact,,JB- Collected by CR,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,"Fixed; WWP, Japanese Garden",Culex quinquefasciatus,04/21/25 09:00 AM,,1,,6
CNSL,109,3403965,1119,122022-803,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",1119,122022-803,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.782428,36.868803,Exact,,JB- Collected by CR,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,"Fixed; WWP, down hill in shrubs; 13",Culex quinquefasciatus,04/21/25 09:02 AM,,3,,33
CNSL,109,3403965,1119,122022-803,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",1119,122022-803,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.782428,36.868803,Exact,,JB- Collected by CR,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,"Fixed; WWP, down hill in shrubs; 13",Culex stigmatosoma,04/21/25 09:02 AM,,1,,8
CNSL,109,3403965,1119,122022-803,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",1119,122022-803,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.782428,36.868803,Exact,,JB- Collected by CR,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,"Fixed; WWP, down hill in shrubs; 13",Culex tarsalis,04/21/25 09:02 AM,,,,1
CNSL,110,3403966,8216,122013-809,10309 N Willow Ave,Fresno,93720,"Fresno County (California, USA)",8216,122013-809,10309 N Willow Ave,Fresno,93720,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.730662,36.886501,Exact,,JB- Collected by CR,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,Fixed; Clovis Community College,Culex quinquefasciatus,04/21/25 09:03 AM,,,,7
CNSL,110,3403966,8216,122013-809,10309 N Willow Ave,Fresno,93720,"Fresno County (California, USA)",8216,122013-809,10309 N Willow Ave,Fresno,93720,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.730662,36.886501,Exact,,JB- Collected by CR,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,Fixed; Clovis Community College,Culex stigmatosoma,04/21/25 09:03 AM,,,,1
CNSL,111,3403968,2635,112107-819,3950 Marcus Ave,Friant,93626,"Fresno County (California, USA)",2635,112107-819,3950 Marcus Ave,Friant,93626,"Fresno County (California, USA)",,,Friant,0,Fresno,Fresno,California,-119.711428,36.985059,Exact,,JB- Collected by CR,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,Fixed; 3950 Marcus,Culex quinquefasciatus,04/21/25 09:04 AM,,,,1
CNSL,111,3403968,2635,112107-819,3950 Marcus Ave,Friant,93626,"Fresno County (California, USA)",2635,112107-819,3950 Marcus Ave,Friant,93626,"Fresno County (California, USA)",,,Friant,0,Fresno,Fresno,California,-119.711428,36.985059,Exact,,JB- Collected by CR,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,Fixed; 3950 Marcus,Culex tarsalis,04/21/25 09:04 AM,,,,1
CNSL,111,3403968,2635,112107-819,3950 Marcus Ave,Friant,93626,"Fresno County (California, USA)",2635,112107-819,3950 Marcus Ave,Friant,93626,"Fresno County (California, USA)",,,Friant,0,Fresno,Fresno,California,-119.711428,36.985059,Exact,,JB- Collected by CR,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,Fixed; 3950 Marcus,Culex stigmatosoma,04/21/25 09:04 AM,,1,,
CNSL,112,3403969,8223,122026-813,8215 N Yorktown Dr,Fresno,93420,"Fresno County (California, USA)",8223,122026-813,8215 N Yorktown Dr,Fresno,93420,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.762797,36.85529,Exact,,JB- Collected by CR,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,Fixed; 8215 N Yorktown; 14,Culex quinquefasciatus,04/21/25 09:05 AM,,2,,39
CNSL,113,3403970,1600,112107-812,Country Side and Parker,Friant,93611,"Fresno County (California, USA)",1600,112107-812,Country Side and Parker,Friant,93611,"Fresno County (California, USA)",,,Friant,0,Fresno,Fresno,California,-119.713984,36.982524,Exact,,JB- Collected by CR,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,"Fixed; Friant, bt houses and treatment ponds",Culex quinquefasciatus,04/21/25 09:05 AM,,,,8
CNSL,114,3403972,1325,112107-810,Flemming Road & Brook Trout Drive,Friant,93626,"Fresno County (California, USA)",1325,112107-810,Flemming Road & Brook Trout Drive,Friant,93626,"Fresno County (California, USA)",,,Friant,0,Fresno,Fresno,California,-119.715028,36.988917,Exact,,JB- Collected by CR,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,"Fixed; Friant, Fish Hatchery",Culex quinquefasciatus,04/21/25 09:06 AM,,,,4
CNSL,115,3403974,1118,122027-802,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",1118,122027-802,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.781875,36.865925,Exact,,JB- Collected by CR,BGSENT,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,"Fixed; WWP, Japanese Garden",Culex quinquefasciatus,04/21/25 09:07 AM,,,2,
CNSL,115,3403974,1118,122027-802,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",1118,122027-802,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.781875,36.865925,Exact,,JB- Collected by CR,BGSENT,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,"Fixed; WWP, Japanese Garden",Culex tarsalis,04/21/25 09:07 AM,,1,1,
CNSL,115,3403974,1118,122027-802,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",1118,122027-802,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.781875,36.865925,Exact,,JB- Collected by CR,BGSENT,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,"Fixed; WWP, Japanese Garden",Culex stigmatosoma,04/21/25 09:07 AM,,,1,
CNSL,116,3403975,8216,122013-809,10309 N Willow Ave,Fresno,93720,"Fresno County (California, USA)",8216,122013-809,10309 N Willow Ave,Fresno,93720,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.730662,36.886501,Exact,,JB- Collected by CR,BGSENT,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,Fixed; Clovis Community College,Culex tarsalis,04/21/25 09:09 AM,,,7,
CNSL,116,3403975,8216,122013-809,10309 N Willow Ave,Fresno,93720,"Fresno County (California, USA)",8216,122013-809,10309 N Willow Ave,Fresno,93720,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.730662,36.886501,Exact,,JB- Collected by CR,BGSENT,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,Fixed; Clovis Community College,Culex stigmatosoma,04/21/25 09:09 AM,,,3,
CNSL,117,3403977,2635,112107-819,3950 Marcus Ave,Friant,93626,"Fresno County (California, USA)",2635,112107-819,3950 Marcus Ave,Friant,93626,"Fresno County (California, USA)",,,Friant,0,Fresno,Fresno,California,-119.711428,36.985059,Exact,,JB- Collected by CR,BGSENT,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,Fixed;; 3950 Marcus,Culex quinquefasciatus,04/21/25 09:10 AM,,,1,
CNSL,117,3403977,2635,112107-819,3950 Marcus Ave,Friant,93626,"Fresno County (California, USA)",2635,112107-819,3950 Marcus Ave,Friant,93626,"Fresno County (California, USA)",,,Friant,0,Fresno,Fresno,California,-119.711428,36.985059,Exact,,JB- Collected by CR,BGSENT,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,Fixed;; 3950 Marcus,Culex tarsalis,04/21/25 09:10 AM,,1,,
CNSL,118,3403978,8223,122026-813,8215 N Yorktown Dr,Fresno,93420,"Fresno County (California, USA)",8223,122026-813,8215 N Yorktown Dr,Fresno,93420,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.762797,36.85529,Exact,,JB- Collected by CR,BGSENT,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,Fixed; 8215 N Yorktown,Culex quinquefasciatus,04/21/25 09:10 AM,,,6,
CNSL,119,3403980,1119,122022-803,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",1119,122022-803,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.782428,36.868803,Exact,,JB- Collected by CR,CO2,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,"Fixed; WWP, down hill in shrubs",Culex quinquefasciatus,04/21/25 09:13 AM,,,2,
CNSL,119,3403980,1119,122022-803,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",1119,122022-803,Friant and Audubon,Fresno,93720,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.782428,36.868803,Exact,,JB- Collected by CR,CO2,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,"Fixed; WWP, down hill in shrubs",Culex tarsalis,04/21/25 09:13 AM,,,6,
CNSL,120,3403982,1600,112107-812,Country Side and Parker,Friant,93611,"Fresno County (California, USA)",1600,112107-812,Country Side and Parker,Friant,93611,"Fresno County (California, USA)",,,Friant,0,Fresno,Fresno,California,-119.713984,36.982524,Exact,,JB- Collected by CR,CO2,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,"Fixed; Friant, bt houses and treatment ponds; 15",Culex quinquefasciatus,04/21/25 09:14 AM,,,29,
CNSL,120,3403982,1600,112107-812,Country Side and Parker,Friant,93611,"Fresno County (California, USA)",1600,112107-812,Country Side and Parker,Friant,93611,"Fresno County (California, USA)",,,Friant,0,Fresno,Fresno,California,-119.713984,36.982524,Exact,,JB- Collected by CR,CO2,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,"Fixed; Friant, bt houses and treatment ponds; 15",Culex tarsalis,04/21/25 09:14 AM,,,19,
CNSL,120,3403982,1600,112107-812,Country Side and Parker,Friant,93611,"Fresno County (California, USA)",1600,112107-812,Country Side and Parker,Friant,93611,"Fresno County (California, USA)",,,Friant,0,Fresno,Fresno,California,-119.713984,36.982524,Exact,,JB- Collected by CR,CO2,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,"Fixed; Friant, bt houses and treatment ponds; 15",Culex stigmatosoma,04/21/25 09:14 AM,,,2,
CNSL,121,3403983,1325,112107-810,Flemming Road & Brook Trout Drive,Friant,93626,"Fresno County (California, USA)",1325,112107-810,Flemming Road & Brook Trout Drive,Friant,93626,"Fresno County (California, USA)",,,Friant,0,Fresno,Fresno,California,-119.715028,36.988917,Exact,,JB- Collected by CR,CO2,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,"Fixed; Friant, Fish Hatchery",Culex stigmatosoma,04/21/25 09:14 AM,,,1,
CNSL,121,3403983,1325,112107-810,Flemming Road & Brook Trout Drive,Friant,93626,"Fresno County (California, USA)",1325,112107-810,Flemming Road & Brook Trout Drive,Friant,93626,"Fresno County (California, USA)",,,Friant,0,Fresno,Fresno,California,-119.715028,36.988917,Exact,,JB- Collected by CR,CO2,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,"Fixed; Friant, Fish Hatchery",Culex tarsalis,04/21/25 09:14 AM,,,1,
CNSL,122,3403989,2233,142304-803,Rio Vista and Trimmer Springs Road,Sanger,93657,"Fresno County (California, USA)",2233,142304-803,Rio Vista and Trimmer Springs Road,Sanger,93657,"Fresno County (California, USA)",,,Centerville,0,Sanger,Fresno,California,-119.473083,36.744778,Exact,,JB- Collected by CR,CO2,CO2 (dry ice),2025-04-16,16,1,1,N,Fixed; Collins Creek/ Paxton's middle of trail,Culex thriambus,04/21/25 09:18 AM,,,1,
CNSL,122,3403989,2233,142304-803,Rio Vista and Trimmer Springs Road,Sanger,93657,"Fresno County (California, USA)",2233,142304-803,Rio Vista and Trimmer Springs Road,Sanger,93657,"Fresno County (California, USA)",,,Centerville,0,Sanger,Fresno,California,-119.473083,36.744778,Exact,,JB- Collected by CR,CO2,CO2 (dry ice),2025-04-16,16,1,1,N,Fixed; Collins Creek/ Paxton's middle of trail,Aedes melanimon,04/21/25 09:18 AM,,,1,
CNSL,123,3404008,1566,132106-822,6743 Willow,Fresno,93710,"Fresno County (California, USA)",1566,132106-822,6743 Willow,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.731051,36.833932,Exact,,JB- Collected by MT,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,Random; 3187 Palo Alto,Culex quinquefasciatus,04/21/25 09:31 AM,,,,10
CNSL,124,3404013,7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.737857,36.812677,Approximate,,JB- Collected by MT,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,"CSUF; Shaw and Chestnut, PB Site A",Culex quinquefasciatus,04/21/25 09:33 AM,,2,,16
CNSL,125,3404018,7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.737857,36.812677,Approximate,,JB- Collected by MT,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,"CSUF; Shaw and Chestnut, PB Site B",Culex quinquefasciatus,04/21/25 09:34 AM,,,,5
CNSL,126,3404020,1210,132011-801,1620 Bulldog Lane; CSUF,Fresno,93740,"Fresno County (California, USA)",1210,132011-801,1620 Bulldog Lane; CSUF,Fresno,93740,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.758989,36.812867,Approximate,,JB- Collected by MT,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,"CSUF; Cedar and Bulldog, Stadium PB; 12",Culex quinquefasciatus,04/21/25 09:36 AM,,3,,60
CNSL,126,3404020,1210,132011-801,1620 Bulldog Lane; CSUF,Fresno,93740,"Fresno County (California, USA)",1210,132011-801,1620 Bulldog Lane; CSUF,Fresno,93740,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.758989,36.812867,Approximate,,JB- Collected by MT,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,"CSUF; Cedar and Bulldog, Stadium PB; 12",Culex tarsalis,04/21/25 09:36 AM,,,,2
CNSL,127,3404022,1087,132106-801,North/East of Chestnut and Bullard; CSUF,Fresno,93710,"Fresno County (California, USA)",1087,132106-801,North/East of Chestnut and Bullard; CSUF,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.732597,36.826664,Exact,,JB- Collected by MT,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,"CSUF; Chestnut and Bullard, olive orchard",Culex quinquefasciatus,04/21/25 09:37 AM,,,,16
CNSL,127,3404022,1087,132106-801,North/East of Chestnut and Bullard; CSUF,Fresno,93710,"Fresno County (California, USA)",1087,132106-801,North/East of Chestnut and Bullard; CSUF,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.732597,36.826664,Exact,,JB- Collected by MT,GRVD,Infusion (fresh grass or other freshly picked organic material),2025-04-18,16,1,1,N,"CSUF; Chestnut and Bullard, olive orchard",Culex stigmatosoma,04/21/25 09:37 AM,,,,1
CNSL,128,3404026,1566,132106-822,6743 Willow,Fresno,93710,"Fresno County (California, USA)",1566,132106-822,6743 Willow,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.731051,36.833932,Approximate,,JB- Collected by MT,BGSENT,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,Random; 3187 Palo Alto,Culex quinquefasciatus,04/21/25 09:38 AM,,,6,
CNSL,128,3404026,1566,132106-822,6743 Willow,Fresno,93710,"Fresno County (California, USA)",1566,132106-822,6743 Willow,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.731051,36.833932,Approximate,,JB- Collected by MT,BGSENT,"BG-Lure, CO2 (dry ice)",2025-04-18,16,1,1,N,Random; 3187 Palo Alto,Culex tarsalis,04/21/25 09:38 AM,,,3,
CNSL,129,3404029,7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.737857,36.812677,Approximate,,JB- Collected by MT,CO2,CO2 (dry ice),2025-04-18,16,1,1,N,"CSUF; Shaw and Chestnut, PB Site A",Culex quinquefasciatus,04/21/25 09:39 AM,,,2,
CNSL,129,3404029,7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.737857,36.812677,Approximate,,JB- Collected by MT,CO2,CO2 (dry ice),2025-04-18,16,1,1,N,"CSUF; Shaw and Chestnut, PB Site A",Culex erythrothorax,04/21/25 09:39 AM,,,2,
CNSL,129,3404029,7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.737857,36.812677,Approximate,,JB- Collected by MT,CO2,CO2 (dry ice),2025-04-18,16,1,1,N,"CSUF; Shaw and Chestnut, PB Site A",Culex tarsalis,04/21/25 09:39 AM,,,5,
CNSL,129,3404029,7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.737857,36.812677,Approximate,,JB- Collected by MT,CO2,CO2 (dry ice),2025-04-18,16,1,1,N,"CSUF; Shaw and Chestnut, PB Site A",Anopheles freeborni,04/21/25 09:39 AM,,,4,
CNSL,129,3404029,7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.737857,36.812677,Approximate,,JB- Collected by MT,CO2,CO2 (dry ice),2025-04-18,16,1,1,N,"CSUF; Shaw and Chestnut, PB Site A",Culiseta inornata,04/21/25 09:39 AM,,,1,
CNSL,130,3404032,7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.737857,36.812677,Approximate,,JB- Collected by MT,CO2,CO2 (dry ice),2025-04-18,16,1,1,N,"CSUF; Shaw and Chestnut, PB Site B",Culex tarsalis,04/21/25 09:41 AM,,,51,
CNSL,130,3404032,7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.737857,36.812677,Approximate,,JB- Collected by MT,CO2,CO2 (dry ice),2025-04-18,16,1,1,N,"CSUF; Shaw and Chestnut, PB Site B",Culex erythrothorax,04/21/25 09:41 AM,,,342,
CNSL,130,3404032,7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",7,132012-815,2650 E Shaw Ave,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.737857,36.812677,Approximate,,JB- Collected by MT,CO2,CO2 (dry ice),2025-04-18,16,1,1,N,"CSUF; Shaw and Chestnut, PB Site B",Anopheles freeborni,04/21/25 09:41 AM,,,1,
CNSL,131,3404034,1210,132011-801,1620 Bulldog Lane; CSUF,Fresno,93740,"Fresno County (California, USA)",1210,132011-801,1620 Bulldog Lane; CSUF,Fresno,93740,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.758989,36.812867,Approximate,,JB- Collected by MT,CO2,CO2 (dry ice),2025-04-18,16,1,1,N,"CSUF; Cedar and Bulldog, Stadium PB",Culex tarsalis,04/21/25 09:42 AM,,,7,
CNSL,132,3404037,1087,132106-801,North/East of Chestnut and Bullard; CSUF,Fresno,93710,"Fresno County (California, USA)",1087,132106-801,North/East of Chestnut and Bullard; CSUF,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.732597,36.826664,Exact,,JB- Collected by MT,CO2,CO2 (dry ice),2025-04-18,16,1,1,N,"CSUF; Chestnut and Bullard, olive orchard",Culex quinquefasciatus,04/21/25 09:43 AM,,,9,
CNSL,132,3404037,1087,132106-801,North/East of Chestnut and Bullard; CSUF,Fresno,93710,"Fresno County (California, USA)",1087,132106-801,North/East of Chestnut and Bullard; CSUF,Fresno,93710,"Fresno County (California, USA)",,,Fresno,0,Fresno,Fresno,California,-119.732597,36.826664,Exact,,JB- Collected by MT,CO2,CO2 (dry ice),2025-04-18,16,1,1,N,"CSUF; Chestnut and Bullard, olive orchard",Culex stigmatosoma,04/21/25 09:43 AM,,,2,
